DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,37,$25296.40,$8695.62,$7832.54
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,28,$35209.32,$18284.03,$17764.17
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,31,$61406.48,$18585.00,$18069.83
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,34,$61088.58,$18981.82,$17470.70
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,26,$39788.84,$14549.65,$13325.92
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,18,$52003.38,$19037.83,$18192.38
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,14,$79473.57,$19447.07,$18564.50
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,14,$20997.50,$17763.71,$16984.50
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,33,$18015.45,$8070.78,$6474.60
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,16,$21457.25,$6441.87,$5879.87
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,50,$22669.18,$7321.30,$6475.12
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,76,$24083.28,$7459.01,$6466.38
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,20,$32718.40,$6136.65,$4745.05
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,48,$15056.04,$5994.00,$5018.97
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,41,$25326.36,$7326.95,$6356.02
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,29,$19528.51,$7612.37,$6679.96
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,26,$12594.07,$7618.42,$6827.53
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,17,$10238.47,$9102.29,$8310.76
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,21,$12875.19,$8773.71,$8077.52
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,18,$22005.77,$6113.38,$5110.72
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,13,$7923.46,$8656.69,$7962.53
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,13,$7811.30,$7249.30,$6175.23
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,11,$9556.00,$8415.54,$7498.09
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,12,$14260.66,$7982.91,$7331.91
948 - SIGNS & SYMPTOMS W/O MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,34,$12140.35,$6565.02,$5837.26
948 - SIGNS & SYMPTOMS W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,105,$21914.51,$8431.49,$7531.60
948 - SIGNS & SYMPTOMS W/O MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,22,$20347.90,$7017.45,$6351.45
948 - SIGNS & SYMPTOMS W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,78,$26650.19,$8126.84,$7020.11
948 - SIGNS & SYMPTOMS W/O MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,25,$17004.88,$9042.88,$8146.24
948 - SIGNS & SYMPTOMS W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,110,$24870.02,$8083.10,$7397.97
948 - SIGNS & SYMPTOMS W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,40,$29281.25,$6360.42,$5655.32
948 - SIGNS & SYMPTOMS W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,47,$18351.80,$6602.46,$5544.93
948 - SIGNS & SYMPTOMS W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,80,$24468.83,$7871.48,$7153.10
948 - SIGNS & SYMPTOMS W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,52,$23069.15,$8410.94,$7611.01
948 - SIGNS & SYMPTOMS W/O MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,25,$12210.28,$8050.00,$7465.20
948 - SIGNS & SYMPTOMS W/O MCC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,17,$9922.47,$9913.41,$9451.05
948 - SIGNS & SYMPTOMS W/O MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,46,$26252.00,$6936.93,$6276.67
948 - SIGNS & SYMPTOMS W/O MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,18,$15638.61,$9985.94,$9238.38
948 - SIGNS & SYMPTOMS W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,14,$13651.14,$9644.57,$8921.42
948 - SIGNS & SYMPTOMS W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,37,$27589.56,$6672.13,$5911.59
948 - SIGNS & SYMPTOMS W/O MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,26,$16650.76,$8262.76,$7481.53
948 - SIGNS & SYMPTOMS W/O MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,23,$17588.95,$5640.39,$4907.69
948 - SIGNS & SYMPTOMS W/O MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,17,$13856.47,$8512.52,$7789.47
948 - SIGNS & SYMPTOMS W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,47,$14415.23,$7507.61,$6526.51
948 - SIGNS & SYMPTOMS W/O MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,11,$12425.36,$9625.90,$8761.36
948 - SIGNS & SYMPTOMS W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,19,$8519.52,$8074.68,$7482.26
948 - SIGNS & SYMPTOMS W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,24,$18073.91,$12198.79,$10888.54
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,36,$38320.52,$8399.08,$7816.38
313 - CHEST PAIN,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,25,$14548.56,$5514.76,$4709.96
313 - CHEST PAIN,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,109,$10866.42,$3757.13,$2792.29
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,28,$21866.50,$5184.39,$4306.39
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,26,$22191.80,$6163.15,$5215.15
313 - CHEST PAIN,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,67,$6695.77,$5074.65,$4302.71
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,97,$49823.40,$15908.53,$15191.94
312 - SYNCOPE & COLLAPSE,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,148,$16561.22,$5411.54,$4368.22
312 - SYNCOPE & COLLAPSE,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,61,$16809.16,$5005.24,$4131.11
312 - SYNCOPE & COLLAPSE,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,106,$24087.55,$5150.77,$4315.26
312 - SYNCOPE & COLLAPSE,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,70,$17990.45,$6070.07,$5153.32
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,279,$58427.80,$13906.22,$13138.67
312 - SYNCOPE & COLLAPSE,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,46,$42074.73,$8669.76,$7706.06
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,400,$48606.24,$13649.67,$12130.74
312 - SYNCOPE & COLLAPSE,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,159,$17407.40,$6551.92,$5571.07
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,11,$42867.36,$8934.63,$8223.00
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,161,$41762.68,$13593.16,$12527.09
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,13,$25408.61,$17236.30,$16372.92
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,31,$29906.51,$11688.70,$10103.77
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,58,$20879.70,$6829.87,$5706.56
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,34,$15478.32,$5061.41,$3987.58
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,11,$66642.36,$16305.27,$15487.81
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,89,$29320.51,$5380.79,$4074.76
312 - SYNCOPE & COLLAPSE,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,103,$12570.04,$4953.23,$3790.46
312 - SYNCOPE & COLLAPSE,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,179,$25493.00,$5161.90,$4162.37
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,39,$31118.94,$8269.23,$7433.23
312 - SYNCOPE & COLLAPSE,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,40,$15203.95,$7090.07,$6253.75
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,39,$28359.53,$8576.07,$7943.25
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,74,$21386.51,$5000.64,$4153.08
312 - SYNCOPE & COLLAPSE,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,146,$14090.17,$4928.75,$3871.63
312 - SYNCOPE & COLLAPSE,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,88,$9958.95,$6642.82,$5683.56
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,80,$11714.57,$3875.43,$3023.48
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,21,$27871.80,$4483.28,$3418.57
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,21,$14209.52,$3984.28,$3075.52
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,51,$19293.07,$4117.66,$3102.72
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,37,$16578.40,$4798.78,$3887.00
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,29,$23349.86,$6564.89,$5711.65
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,57,$15267.14,$5216.26,$4334.19
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,69,$11287.94,$4072.18,$2715.98
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,63,$8239.09,$7155.69,$6308.30
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,116,$24251.90,$4021.94,$3025.02
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,13,$14976.07,$5743.61,$4793.15
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,26,$8509.88,$6674.03,$5906.15
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,54,$25296.61,$6765.05,$5660.94
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,59,$11835.10,$3917.44,$2903.18
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,16,$29581.68,$6794.75,$6022.50
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,22,$7314.90,$5283.81,$4620.72
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,44,$17811.88,$5697.00,$4992.40
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,52,$26230.38,$6898.78,$5889.75
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,26,$25018.80,$5853.61,$4987.76
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,32,$35939.81,$8859.46,$8123.59
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,54,$25058.96,$5978.01,$5210.68
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,112,$18163.50,$5366.97,$4450.64
069 - TRANSIENT ISCHEMIA,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,117,$27109.33,$5211.23,$4125.63
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,31,$20662.12,$7067.19,$6304.48
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,24,$42367.87,$9933.79,$9469.45
069 - TRANSIENT ISCHEMIA,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,20,$15683.15,$7310.60,$6414.60
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,52,$20050.03,$7614.57,$6867.84
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,38,$14894.10,$5693.15,$4895.57
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,15,$69528.00,$14182.66,$13434.40
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,139,$28925.13,$5503.77,$4697.41
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,106,$35445.10,$5901.48,$5159.36
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,11,$19094.18,$8307.54,$7137.18
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,42,$16943.09,$5745.52,$4546.95
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,79,$27642.25,$9107.00,$8027.56
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,38,$18623.34,$6443.60,$5585.60
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,60,$13636.78,$5264.93,$4472.75
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,21,$10663.57,$7766.19,$6529.42
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,37,$13896.70,$10572.45,$9799.64
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,27,$27999.40,$8234.48,$7299.44
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,18,$24852.00,$8372.16,$7624.61
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,43,$45217.62,$9001.69,$8089.97
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,30,$32962.03,$10432.03,$9646.03
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,12,$65468.00,$15447.16,$14792.08
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,124,$34621.79,$6907.29,$6048.15
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,37,$34590.67,$11354.75,$10543.81
